associated_id,term,type
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07900,Heat shock protein HSP 90-alpha,gene_common_name
P07900,HSP90AA1,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",gene_common_name
P07919,UQCRH,gene_symbol
P07944,Beta-lactam-inducible penicillin-binding protein,gene_common_name
P07944,pbp,gene_symbol
P07944,Beta-lactam-inducible penicillin-binding protein,gene_common_name
P07944,pbp,gene_symbol
P07944,Beta-lactam-inducible penicillin-binding protein,gene_common_name
P07944,pbp,gene_symbol
P07944,Beta-lactam-inducible penicillin-binding protein,gene_common_name
P07944,pbp,gene_symbol
P07947,Tyrosine-protein kinase Yes,gene_common_name
P07947,YES1,gene_symbol
P07948,Tyrosine-protein kinase Lyn,gene_common_name
P07948,LYN,gene_symbol
P07948,Tyrosine-protein kinase Lyn,gene_common_name
P07948,LYN,gene_symbol
P07948,Tyrosine-protein kinase Lyn,gene_common_name
P07948,LYN,gene_symbol
P07948,Tyrosine-protein kinase Lyn,gene_common_name
P07948,LYN,gene_symbol
P07948,Tyrosine-protein kinase Lyn,gene_common_name
P07948,LYN,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,gene_common_name
P07949,RET,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07986,Exoglucanase/xylanase,gene_common_name
P07986,cex,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P07998,Ribonuclease pancreatic,gene_common_name
P07998,RNASE1,gene_symbol
P08048,Zinc finger Y-chromosomal protein,gene_common_name
P08048,ZFY,gene_symbol
P08048,Zinc finger Y-chromosomal protein,gene_common_name
P08048,ZFY,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08069,Insulin-like growth factor 1 receptor,gene_common_name
P08069,IGF1R,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08100,Rhodopsin,gene_common_name
P08100,RHO,gene_symbol
P08123,Collagen alpha-2(I) chain,gene_common_name
P08123,COL1A2,gene_symbol
P08149,Penicillin-binding protein 2,gene_common_name
P08149,penA,gene_symbol
P08149,Penicillin-binding protein 2,gene_common_name
P08149,penA,gene_symbol
P08164,NH(3)-dependent NAD(+) synthetase,gene_common_name
P08164,nadE,gene_symbol
P08164,NH(3)-dependent NAD(+) synthetase,gene_common_name
P08164,nadE,gene_symbol
P08164,NH(3)-dependent NAD(+) synthetase,gene_common_name
P08164,nadE,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08172,Muscarinic acetylcholine receptor M2,gene_common_name
P08172,CHRM2,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08173,Muscarinic acetylcholine receptor M4,gene_common_name
P08173,CHRM4,gene_symbol
P08174,Complement decay-accelerating factor,gene_common_name
P08174,CD55,gene_symbol
P08179,Phosphoribosylglycinamide formyltransferase,gene_common_name
P08179,purN,gene_symbol
P08179,Phosphoribosylglycinamide formyltransferase,gene_common_name
P08179,purN,gene_symbol
P08179,Phosphoribosylglycinamide formyltransferase,gene_common_name
P08179,purN,gene_symbol
P08179,Phosphoribosylglycinamide formyltransferase,gene_common_name
P08179,purN,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08183,Multidrug resistance protein 1,gene_common_name
P08183,ABCB1,gene_symbol
P08185,Corticosteroid-binding globulin,gene_common_name
P08185,SERPINA6,gene_symbol
P08185,Corticosteroid-binding globulin,gene_common_name
P08185,SERPINA6,gene_symbol
P08192,Bifunctional protein FolC,gene_common_name
P08192,folC,gene_symbol
P08192,Bifunctional protein FolC,gene_common_name
P08192,folC,gene_symbol
P08192,Bifunctional protein FolC,gene_common_name
P08192,folC,gene_symbol
P08200,Isocitrate dehydrogenase [NADP],gene_common_name
P08200,icd,gene_symbol
P08200,Isocitrate dehydrogenase [NADP],gene_common_name
P08200,icd,gene_symbol
P08200,Isocitrate dehydrogenase [NADP],gene_common_name
P08200,icd,gene_symbol
P08200,Isocitrate dehydrogenase [NADP],gene_common_name
P08200,icd,gene_symbol
P08200,Isocitrate dehydrogenase [NADP],gene_common_name
P08200,icd,gene_symbol
P08217,Chymotrypsin-like elastase family member 2A,gene_common_name
P08217,CELA2A,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08235,Mineralocorticoid receptor,gene_common_name
P08235,NR3C2,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
P08238,Heat shock protein HSP 90-beta,gene_common_name
P08238,HSP90AB1,gene_symbol
